Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
its-my-party,IT'S MY PARTY,<p>This vintage home video captures a poignant and star-studded drama about friendship and saying goodbye. The physical cassette format offers a nostalgic viewing experience for collectors of cinematic classics from the nineties. It is a must-have addition for any enthusiast looking to complete their collection of sentimental period pieces.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,18.00,,true,true,,,,,191-VHSTSM-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780177562363.jpg?v=1784081729,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
never-been-kissed,Never Been Kissed,<p>Relive a classic 1990s romantic comedy with this collectible physical media release in its original cardboard sleeve. This vintage format offers a nostalgic viewing experience and a tangible addition to any retro cinematic library. It is perfect for fans of heartwarming high school stories and enthusiasts of the pre-digital era.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Rental",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSNEV-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780177747139_41472fdd-c4c2-4b96-a400-2095bee8dd27.jpg?v=1784081728,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
once-around,Once Around,<p>This vintage home video features a heartfelt romantic drama starring Academy Award winners in a physical format perfect for collectors. The original slipcase packaging offers a nostalgic viewing experience for those who appreciate the warm aesthetic of analog media. It makes an excellent addition to any retro movie library or a thoughtful gift for fans of classic nineties cinema.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,2.00,,true,true,,,,,191-VHSONC-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780177874128_64261059-8e0a-4819-90df-22515bb13746.jpg?v=1784081726,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
undercover-blues,Undercover Blues,"<p>This vintage physical media release offers a nostalgic home viewing experience of a classic nineties action comedy. The clamshell case contains the magnetic tape in its original analog format, perfect for collectors seeking the distinct visual warmth and charm of retro cinema. Enjoy this lighthearted adventure featuring a suburban couple on a secret mission with all the aesthetic appeal of a period-accurate video library staple.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSUND-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780177968217_bdc7cb1e-bd9c-42b0-a9ee-78f975f2a941.jpg?v=1784081724,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
undercover-brother,Undercover Brother,<p>Add a piece of cinematic nostalgia to your collection with this classic comedy in its original physical format. The vibrant slipcover preserves the retro aesthetic and provides a tactile experience that digital streaming cannot replicate. It is the perfect addition for enthusiasts of physical media and fans of over-the-top character parodies.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-VHSNDR-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178158417_e65c3edd-1453-4e62-bd99-1385fc575a78.jpg?v=1784081723,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
murderers-row,Murderers' Row,<p>This vintage home video release offers a classic cinematic experience for collectors and fans of retro media. The physical tape format provides a nostalgic viewing aesthetic characterized by the unique visual texture and charm of analog technology. It is an essential addition for those seeking to complete a library of mid-century adventure and action films.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSMUR-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178305417_41ac80fa-e127-4a1e-8cae-0f1043720dc7.jpg?v=1784081721,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
the-adventures-of-pluto-nash,The Adventures of Pluto Nash,"<p>Relive a nostalgic era of science fiction comedy with this classic home video release in its original physical format. This collectible media piece features an out-of-this-world lunar adventure starring a beloved comedic lead, perfect for fans of retro cinema and vintage tape collections. The sturdy casing and iconic sleeve artwork make it a standout addition to any enthusiast's shelf.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Rental",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSTHE-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178397203_0243f9a7-b81a-433a-896a-ecbdde2c8589.jpg?v=1784081719,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
with-friends-like-these,With Friends Like These,"<p>Experience this star-studded comedy caper in its original analog format, perfect for collectors of vintage media. The physical tape features a nostalgic presentation of this tale of Hollywood ambition and betrayal, offering a tactile aesthetic that modern streaming cannot replicate. It makes an ideal addition to any home library for those who appreciate classic ensemble performances and nineties cinema history.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,3.00,,true,true,,,,,191-VHSWIT-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178662065.jpg?v=1784081718,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
the-grifters,The Grifters,"<p>This classic neo-noir thriller comes in its original physical format, ideal for collectors who appreciate the nostalgic aesthetic and warm analog playback of magnetic tape. The clamshell case features the iconic theatrical artwork, making it a standout addition to any vintage cinema library or home theater display.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Rental",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSTHG-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178767466_49cc699c-9b3d-46fb-a219-00d218811c79.jpg?v=1784081716,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
only-the-lonely,Only the Lonely,"<p>This vintage home video cassette captures a heartfelt romantic comedy through the nostalgic aesthetic of analog storage. It features full-color artwork on the original protective sleeve, making it an excellent addition for collectors of nineties cinema and physical media enthusiasts. The tape offers a classic viewing experience that brings a warm, retro feel to any home theater setup.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,191-VHSONL-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178868360_2bc53755-e395-4656-8469-9834e6e1f59c.jpg?v=1784081714,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
whos-the-man,Who's the Man?,<p>This iconic nineties comedy features a legendary ensemble cast from the golden era of hip hop packed into a hilarious underdog story. The physical media format offers an authentic retro viewing experience for collectors and fans of classic urban cinema. This well preserved tape is a must have for anyone looking to revisit a definitive piece of pop culture history.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Rental",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSWHO-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178966873_4b29435a-1eca-4b23-ae26-0813580ae554.jpg?v=1784081712,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
the-errand-boy,The Errand Boy,"<p>Relive the golden age of physical media with this vintage comedy classic preserved on its original home video format. This collector's item features the timeless physical humor and frantic energy of a legendary performer navigating a chaotic movie studio backdrop. It is a must-have for nostalgic viewers looking to experience a piece of cinematic history through the warm, retro aesthetic of analog playback.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSTHY-50-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780179089586_039b5b35-6b04-4d96-bb02-c5e61fdaf467.jpg?v=1784081710,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
sprung-way-past-whipped,Sprung: Way Past Whipped!,<p>This vintage skater film captures the raw energy and gritty street aesthetic of the late nineties skateboard scene. It is a must-have collectible for enthusiasts looking to experience classic stunts and professional demos in their original analog format. This physical tape serves as a nostalgic time capsule that preserves the authentic low-fi visuals and soundtrack of the era.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,191-VHSSPR-50-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780179145726_342c9cd3-6fd6-4ad9-b10e-78b31eaaab9b.jpg?v=1784081709,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
manhattan-murder-mystery,Manhattan Murder Mystery,"<p>This vintage home video release captures a classic comedic mystery in its original analog format, perfect for collectors and nostalgia enthusiasts. The physical sleeve features iconic artwork from the theatrical release, making it a charming addition to any film library or media shelf. Enjoy a cinematic throwback experience that pairs a witty whodunnit script with the warm, distinctive visual quality of a magnetic tape playback.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,191-VHSMAN-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780179444082_c35bc730-c876-49e2-8716-420eb7027f66.jpg?v=1784081707,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
powwow-highway,Powwow Highway,<p>This physical media classic captures a powerful journey across the American West through the warmth of a vintage analog format. The cult favorite story offers a poignant blend of humor and heart while serving as a meaningful piece of cinematic history for collectors. Any viewer will appreciate the authentic storytelling and the nostalgic aesthetic that only a tape from this era can provide.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,22.00,,true,true,,,,,191-VHSPOW-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780179232166_cc505c3c-42a0-49ff-a2b9-20a487d0d877.jpg?v=1784081706,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
matilda,Matilda,<p>Experience a nostalgic journey with this classic family film preserved in its original home video format. The clamshell case protects a high-quality magnetic tape that brings the magical story of a gifted young girl and her extraordinary powers to life on any vintage player. This collectible piece is perfect for enthusiasts seeking the authentic warmth and analog charm of nineties cinema.</p>,VHS,,"","CircaOS Import, Floor Sale, Needs Review",true,Condition,F,,Serial Number,001A,,,,,191-VHSMAT-F-001A,0.0,shopify,1,deny,manual,3.00,,true,true,,,,,191-VHSMAT-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780179675733.jpg?v=1784081774,1,"",false,,,,,,,,,,,,,,,,,,,lb,,,active
jerry-seinfeld-comedian-demo-tape,Jerry Seinfeld: Comedian (Demo Tape),"<p>This rare organizational find offers a behind-the-scenes look at the creative process of a legendary stand-up icon through a unique promotional format. The tape captures the raw energy of joke development and stagecraft, making it a must-have collectible for comedy historians and analog media enthusiasts. Its distinctive status as a demonstration copy provides a nostalgic and authentic viewing experience for any serious collector.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSJER-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780180025880_8518498c-6695-428f-b7c4-5efd57f5e3f7.jpg?v=1784081704,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
relax-its-just-sex,Relax... It's Just Sex!,<p>This vintage home video collectible offers a retro aesthetic for enthusiasts of nineties cinema and classic analog media. It features the original cover art and remains a nostalgic addition for those looking to expand their physical library of indie comedies. The tape provides a nostalgic viewing experience that captures the unique grain and warmth of the era.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,191-VHSREL-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780180305457_b0623c44-fbbf-43c4-9270-422b8372fac2.jpg?v=1784081702,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
my-boyfriends-back,My Boyfriend's Back,"<p>This classic cult comedy comes in its original physical format, making it a nostalgic addition for collectors of nineties cinema. The story follows a lovestruck teenager who unexpectedly returns from the grave to secure his dream prom date. It features a distinct blend of supernatural humor and romantic tropes that defined the era's quirky storytelling style.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,191-VHSMYB-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780180538120_56eabeb8-bc53-470e-b923-a4defe087a5a.jpg?v=1784081700,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
the-secret-diary-of-sigmund-freud,The Secret Diary of Sigmund Freud,<p>This vintage cult comedy classic stars Carol Kane and Bud Cort in a satirical take on the early life of the world's most famous psychoanalyst. The physical media format provides a nostalgic viewing experience for collectors of eighties cinema and rare physical tapes. It is a must-have addition for any home library focused on historical spoofs and offbeat humor.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-VHSTHS-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780180895265_bcf0abd3-4056-4f1a-95d2-d446cf05bcf2.jpg?v=1784081699,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
loose-cannons,Loose Cannons,"<p>This vintage action-comedy film on physical media offers a nostalgic viewing experience for collectors of retro cinema. The original cassette captures the gritty aesthetic and high-energy performances of an eighties buddy cop classic. Perfect for analog enthusiasts, this tape adds a touch of era-specific charm to any movie library.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSLOO-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780181010936_718d675f-6bd3-4b84-be27-086c6fd95bcd.jpg?v=1784081697,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
the-life-aquatic-with-steve-zissou,The Life Aquatic with Steve Zissou,"<p>This rare analog format captures the nostalgic visual aesthetic of a celebrated quirky adventure film. It features the original artwork on a classic sleeve, making it a perfect addition for collectors of physical media and fans of stylized cinematography. The vintage playback quality adds a unique warmth and charm to this underwater expedition story.</p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,191-VHSTHL-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780181107397_1032248a-2237-41f6-be70-c97b7b99f4ff.jpg?v=1784081696,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
mr-nice-guy,MR. NICE GUY,"<p><meta charset=""utf-8""><span>A psychiatrist (Jan Smithers) falls in love with a hit man (Mike MacDonald) working for her mobster father's rival.</span></p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Rental",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSMRN-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780181330655.jpg?v=1784081694,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
deconstructing-harry,Deconstructing Harry,"<p><meta charset=""utf-8""><span>Novelist Harry Block (Woody Allen) has become a success by turning his family and friends' lives into fodder for his books. Due to his novels' popularity, the university that once kicked Harry out has asked him to return for a ceremony that will honor him. As Harry sets out for the trip, he is confr</span><span class=""yZlgBd"">onted by his fictional characters, as well as real people who no longer want anything to do with him, and he learns how deeply his overly candid stories have affected those around him.</span></p>",Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,191-VHSDEC-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780181449962_d977ec09-d72a-4fd4-9976-0e672f98b0da.jpg?v=1784081692,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
static,Static,<p>This psychological thriller from the eighties offers a surreal and intense viewing experience that captures the unique atmosphere of the era. The original physical tape provides an authentic analog warmth and aesthetic quality that digital streaming cannot replicate. It is a compelling addition for any enthusiast looking to complete their cult classic collection or enjoy a haunting piece of cinematic history.</p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Rental",false,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSSTA-001A,,,,false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,draft
the-jerky-boys-the-movie,The Jerky Boys: The Movie,<p>This comedic feature film follows two legendary prank callers as they find themselves in over their heads with the mafia after a series of hilarious telephone stunts. The physical media format allows fans to relive every classic gag and over-the-top character from the peak of nineties alternative humor. </p>,Little Movie Store,Media > Videos,"","CircaOS Import, Comedy, Floor Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,191-VHSTHJ-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780185030687_80161d70-81cd-44d5-a50b-f21acf38574b.jpg?v=1784081689,1,"",false,,,,,,,comedy,vhs,,,,,,,,,,,lb,,,active
